1,1,1,1,0,0
1,2,1,0,0,0
1,3,1,0,0,0
1,4,0,1,0,0
1,5,1,1,0,0
1,6,1,1,0,0
1,7,1,0,0,0
1,8,1,1,0,0
1,9,0,1,0,0
1,10,1,1,0,0
1,11,1,1,0,0
1,12,0,1,0,0
1,13,1,0,0,0
1,14,1,0,0,0
2,15,1,0,0,0
2,16,1,1,0,0
2,17,1,1,0,0
2,18,1,1,0,0
3,19,1,0,0,0
3,20,1,0,0,0
3,21,1,0,0,0
4,22,0,1,0,0
4,23,0,1,0,0
4,24,0,1,0,0
4,25,1,0,0,0
5,3,1,0,0,0
5,26,0,1,1,0
5,27,0,1,1,0
6,28,1,0,0,0
6,15,1,0,0,0
7,29,1,1,0,0
7,30,1,1,0,0
7,31,1,1,0,0
7,32,1,0,0,0
7,33,1,1,0,0
7,34,1,0,0,0
7,35,1,1,0,0
7,36,0,1,0,0
7,37,1,0,0,0
7,38,0,1,0,0
7,39,1,0,0,0
7,40,0,1,0,0
7,41,1,0,0,0
7,42,1,1,0,0
8,43,0,1,0,0
8,44,0,1,0,0
8,45,0,1,0,0
8,46,1,1,0,0
9,47,1,1,1,0
9,48,0,0,1,0
9,49,1,0,1,1
10,50,1,1,0,0
10,51,0,1,0,0
10,52,1,1,0,0
10,53,1,0,0,0
11,54,1,0,0,0
11,55,1,0,0,0
11,56,1,0,0,0
11,57,1,1,0,0
11,58,1,0,0,0
11,59,1,0,0,0
12,60,1,0,0,0
12,61,1,1,0,0
12,62,1,0,0,0
12,63,1,0,0,0
12,64,1,0,0,0
12,65,1,1,0,0
13,66,0,0,0,1
13,67,1,0,0,0
14,68,0,1,0,0
14,69,1,1,0,0
15,70,0,1,0,0
15,71,0,1,0,0
15,72,0,1,0,0
15,73,1,1,0,0
15,74,1,1,0,0
16,75,1,0,0,0
16,76,1,1,0,0
16,77,1,1,0,0
16,78,1,0,0,0
16,79,1,0,0,0
16,80,1,0,0,0
16,16,1,1,0,0
16,81,1,0,0,0
16,82,1,0,0,0
16,83,1,1,0,0
17,84,1,0,0,0
17,85,1,0,0,0
17,86,1,0,0,0
18,87,1,0,0,0
18,88,0,0,1,0
18,89,1,0,0,0
18,90,1,0,1,0
18,91,1,0,0,0
18,92,1,0,0,0
19,93,1,1,1,0
19,94,1,1,0,0
